case_id,activity,lifecycle,resource,ts
173688,W_Valideren aanvraag,COMPLETE,10629,2011-10-13 11:37:37.026000+03:00
173691,A_SUBMITTED,COMPLETE,112,2011-10-01 09:08:58.256000+03:00
173691,A_PARTLYSUBMITTED,COMPLETE,112,2011-10-01 09:09:02.195000+03:00
173691,A_PREACCEPTED,COMPLETE,112,2011-10-01 09:09:56.648000+03:00
173691,W_Completeren aanvraag,SCHEDULE,112,2011-10-01 09:09:59.578000+03:00
173691,W_Completeren aanvraag,START,,2011-10-01 12:37:32.393000+03:00
173691,W_Completeren aanvraag,COMPLETE,,2011-10-01 12:43:13.178000+03:00
173691,W_Completeren aanvraag,START,,2011-10-01 15:27:57.775000+03:00
173691,A_ACCEPTED,COMPLETE,10862,2011-10-01 15:33:54.614000+03:00
173691,A_FINALIZED,COMPLETE,10862,2011-10-01 15:35:46.016000+03:00
173691,O_SELECTED,COMPLETE,10862,2011-10-01 15:35:46.016000+03:00
173691,O_CREATED,COMPLETE,10862,2011-10-01 15:35:47.488000+03:00
173691,O_SENT,COMPLETE,10862,2011-10-01 15:35:47.583000+03:00
173691,W_Nabellen offertes,SCHEDULE,,2011-10-01 15:35:47.682000+03:00
173691,W_Completeren aanvraag,COMPLETE,,2011-10-01 15:35:48.791000+03:00
173691,W_Nabellen offertes,START,,2011-10-01 15:36:13.443000+03:00
173691,W_Nabellen offertes,COMPLETE,,2011-10-01 15:36:25.794000+03:00
173691,W_Nabellen offertes,START,,2011-10-03 17:54:43.257000+03:00
173691,O_SELECTED,COMPLETE,11120,2011-10-03 17:56:17.731000+03:00
173691,O_CANCELLED,COMPLETE,11120,2011-10-03 17:56:17.731000+03:00
173691,O_CREATED,COMPLETE,11120,2011-10-03 17:56:19.613000+03:00
173691,O_SENT,COMPLETE,11120,2011-10-03 17:56:19.645000+03:00
173691,W_Nabellen offertes,SCHEDULE,,2011-10-03 17:56:19.941000+03:00
173691,W_Nabellen offertes,COMPLETE,,2011-10-03 17:56:21.195000+03:00
173691,W_Nabellen offertes,START,,2011-10-03 17:56:34.792000+03:00
173691,W_Nabellen offertes,COMPLETE,,2011-10-03 17:57:16.563000+03:00
173691,W_Nabellen offertes,START,11049,2011-10-10 11:13:44.827000+03:00
173691,O_SENT_BACK,COMPLETE,11049,2011-10-10 11:14:43.775000+03:00
173691,W_Valideren aanvraag,SCHEDULE,11049,2011-10-10 11:14:44.052000+03:00
173691,W_Nabellen offertes,COMPLETE,11049,2011-10-10 11:14:45.514000+03:00
173691,W_Valideren aanvraag,START,10809,2011-10-10 12:12:36.612000+03:00
173691,W_Valideren aanvraag,COMPLETE,10809,2011-10-10 12:30:54.893000+03:00
173691,W_Valideren aanvraag,START,10809,2011-10-10 15:11:42.124000+03:00
173691,W_Valideren aanvraag,COMPLETE,10809,2011-10-10 15:14:13.394000+03:00
173691,W_Valideren aanvraag,START,10809,2011-10-10 15:14:52.842000+03:00
173691,O_ACCEPTED,COMPLETE,10809,2011-10-10 15:17:26.306000+03:00
173691,A_APPROVED,COMPLETE,10809,2011-10-10 15:17:26.307000+03:00
173691,A_REGISTERED,COMPLETE,10809,2011-10-10 15:17:26.307000+03:00
173691,A_ACTIVATED,COMPLETE,10809,2011-10-10 15:17:26.307000+03:00
173691,W_Valideren aanvraag,COMPLETE,10809,2011-10-10 15:17:34.633000+03:00
173694,A_SUBMITTED,COMPLETE,112,2011-10-01 09:10:30.287000+03:00
173694,A_PARTLYSUBMITTED,COMPLETE,112,2011-10-01 09:10:30.591000+03:00
173694,A_PREACCEPTED,COMPLETE,112,2011-10-01 09:11:13.026000+03:00
173694,W_Completeren aanvraag,SCHEDULE,112,2011-10-01 09:11:13.390000+03:00
173694,W_Completeren aanvraag,START,10912,2011-10-01 12:31:25.301000+03:00
173694,W_Completeren aanvraag,COMPLETE,10912,2011-10-01 12:35:59.637000+03:00
173694,W_Completeren aanvraag,START,,2011-10-03 12:12:02.445000+03:00
173694,W_Completeren aanvraag,COMPLETE,,2011-10-03 12:21:22.417000+03:00
173694,W_Completeren aanvraag,START,11201,2011-10-03 14:21:06.626000+03:00
173694,W_Completeren aanvraag,COMPLETE,11201,2011-10-03 14:32:43.313000+03:00
173694,W_Completeren aanvraag,START,11201,2011-10-03 14:32:52.818000+03:00
173694,A_ACCEPTED,COMPLETE,11201,2011-10-03 14:34:25.421000+03:00
173694,A_FINALIZED,COMPLETE,11201,2011-10-03 14:40:14.632000+03:00
173694,O_SELECTED,COMPLETE,11201,2011-10-03 14:40:14.632000+03:00
173694,O_CREATED,COMPLETE,11201,2011-10-03 14:40:15.605000+03:00
173694,O_SENT,COMPLETE,11201,2011-10-03 14:40:15.651000+03:00
173694,W_Nabellen offertes,SCHEDULE,11201,2011-10-03 14:40:15.865000+03:00
173694,W_Completeren aanvraag,COMPLETE,11201,2011-10-03 14:40:17.062000+03:00
173694,W_Nabellen offertes,START,11201,2011-10-03 14:40:42.469000+03:00
173694,O_SELECTED,COMPLETE,11201,2011-10-03 14:44:17.619000+03:00
173694,O_CANCELLED,COMPLETE,11201,2011-10-03 14:44:17.619000+03:00
173694,O_CREATED,COMPLETE,11201,2011-10-03 14:44:19.671000+03:00
173694,O_SENT,COMPLETE,11201,2011-10-03 14:44:19.719000+03:00
173694,W_Nabellen offertes,SCHEDULE,11201,2011-10-03 14:44:19.954000+03:00
173694,W_Nabellen offertes,COMPLETE,11201,2011-10-03 14:44:21.261000+03:00
173694,W_Nabellen offertes,START,,2011-10-10 17:46:59.853000+03:00
173694,W_Nabellen offertes,COMPLETE,,2011-10-10 17:47:18.803000+03:00
173694,W_Nabellen offertes,START,11119,2011-10-10 20:29:54.155000+03:00
173694,W_Nabellen offertes,COMPLETE,11119,2011-10-10 20:34:36.027000+03:00
173694,W_Nabellen offertes,START,10912,2011-10-14 19:15:44.625000+03:00
173694,W_Nabellen offertes,COMPLETE,10912,2011-10-14 19:16:42.245000+03:00
173694,W_Nabellen offertes,START,10861,2011-10-17 20:41:28.395000+03:00
173694,O_SELECTED,COMPLETE,10861,2011-10-17 20:43:53.587000+03:00
173694,O_CANCELLED,COMPLETE,10861,2011-10-17 20:43:53.587000+03:00
173694,O_CREATED,COMPLETE,10861,2011-10-17 20:43:55.219000+03:00
173694,O_SENT,COMPLETE,10861,2011-10-17 20:43:55.387000+03:00
173694,W_Nabellen offertes,SCHEDULE,10861,2011-10-17 20:43:56.402000+03:00
173694,W_Nabellen offertes,COMPLETE,10861,2011-10-17 20:43:57.774000+03:00
173694,W_Nabellen offertes,START,,2011-10-25 11:46:08.191000+03:00
173694,W_Nabellen offertes,COMPLETE,,2011-10-25 11:50:48.186000+03:00
173694,W_Nabellen offertes,START,11203,2011-10-26 19:48:57.136000+03:00
173694,W_Nabellen offertes,COMPLETE,11203,2011-10-26 19:50:22.004000+03:00
173694,W_Nabellen offertes,START,11181,2011-10-29 13:39:08.212000+03:00
173694,W_Nabellen offertes,COMPLETE,11181,2011-10-29 13:41:29.569000+03:00
173694,W_Nabellen offertes,START,11189,2011-11-01 15:54:40.128000+02:00
173694,W_Nabellen offertes,COMPLETE,11189,2011-11-01 15:55:35.020000+02:00
173694,W_Nabellen offertes,START,11119,2011-11-01 18:16:31.149000+02:00
173694,W_Nabellen offertes,COMPLETE,11119,2011-11-01 18:21:02.356000+02:00
173694,W_Nabellen offertes,START,11049,2011-11-02 10:11:44.251000+02:00
173694,O_SENT_BACK,COMPLETE,11049,2011-11-02 10:15:16.203000+02:00
173694,W_Valideren aanvraag,SCHEDULE,11049,2011-11-02 10:15:16.386000+02:00
173694,W_Nabellen offertes,COMPLETE,11049,2011-11-02 10:15:18.683000+02:00
173694,W_Valideren aanvraag,START,10609,2011-11-04 16:24:21.954000+02:00
173694,O_ACCEPTED,COMPLETE,10609,2011-11-04 17:04:52.611000+02:00
173694,A_APPROVED,COMPLETE,10609,2011-11-04 17:04:52.612000+02:00
173694,A_REGISTERED,COMPLETE,10609,2011-11-04 17:04:52.612000+02:00
173694,A_ACTIVATED,COMPLETE,10609,2011-11-04 17:04:52.612000+02:00
173694,W_Valideren aanvraag,COMPLETE,10609,2011-11-04 17:05:01.532000+02:00
173694,W_Wijzigen contractgegevens,SCHEDULE,10912,2012-02-15 13:29:26.299000+02:00
173697,A_SUBMITTED,COMPLETE,112,2011-10-01 09:11:08.866000+03:00
173697,A_PARTLYSUBMITTED,COMPLETE,112,2011-10-01 09:11:09.035000+03:00
173697,A_DECLINED,COMPLETE,112,2011-10-01 09:11:46.420000+03:00
173703,A_SUBMITTED,COMPLETE,112,2011-10-01 10:45:25.806000+03:00
173703,A_PARTLYSUBMITTED,COMPLETE,112,2011-10-01 10:45:25.981000+03:00
173703,A_PREACCEPTED,COMPLETE,112,2011-10-01 10:46:18.211000+03:00
173703,W_Completeren aanvraag,SCHEDULE,112,2011-10-01 10:46:18.674000+03:00
173703,W_Completeren aanvraag,START,10912,2011-10-01 12:37:46.748000+03:00
173703,W_Completeren aanvraag,COMPLETE,10912,2011-10-01 12:40:24.141000+03:00
173703,W_Completeren aanvraag,START,10912,2011-10-01 13:40:26.958000+03:00
173703,A_CANCELLED,COMPLETE,10912,2011-10-01 14:02:11.068000+03:00
173703,W_Completeren aanvraag,COMPLETE,10912,2011-10-01 14:02:12.557000+03:00
173706,A_SUBMITTED,COMPLETE,112,2011-10-01 10:45:37.274000+03:00
173706,A_PARTLYSUBMITTED,COMPLETE,112,2011-10-01 10:45:37.363000+03:00
173706,W_Afhandelen leads,SCHEDULE,112,2011-10-01 10:46:18.623000+03:00
173706,W_Afhandelen leads,START,10912,2011-10-01 11:15:43.883000+03:00
173706,A_PREACCEPTED,COMPLETE,10912,2011-10-01 11:16:48.956000+03:00
173706,W_Completeren aanvraag,SCHEDULE,10912,2011-10-01 11:16:48.991000+03:00
173706,W_Afhandelen leads,COMPLETE,10912,2011-10-01 11:16:49.843000+03:00
173706,W_Completeren aanvraag,START,10912,2011-10-01 12:49:28.183000+03:00
173706,W_Completeren aanvraag,COMPLETE,10912,2011-10-01 12:50:14.483000+03:00
173706,W_Completeren aanvraag,START,10912,2011-10-01 12:50:21.451000+03:00
173706,W_Completeren aanvraag,COMPLETE,10912,2011-10-01 12:53:55.769000+03:00
173706,W_Completeren aanvraag,START,,2011-10-01 15:50:26.172000+03:00
173706,A_DECLINED,COMPLETE,11111,2011-10-01 15:59:58.557000+03:00
173706,W_Completeren aanvraag,COMPLETE,,2011-10-01 16:00:02.537000+03:00
173709,A_SUBMITTED,COMPLETE,112,2011-10-01 10:57:42.994000+03:00
173709,A_PARTLYSUBMITTED,COMPLETE,112,2011-10-01 10:57:43.182000+03:00
173709,A_PREACCEPTED,COMPLETE,112,2011-10-01 10:58:27.038000+03:00
173709,W_Completeren aanvraag,SCHEDULE,112,2011-10-01 10:58:27.403000+03:00
173709,W_Completeren aanvraag,START,10912,2011-10-01 11:26:42.203000+03:00
173709,W_Completeren aanvraag,COMPLETE,10912,2011-10-01 11:27:07.853000+03:00
173709,W_Completeren aanvraag,START,10912,2011-10-01 12:40:40.141000+03:00
173709,W_Completeren aanvraag,COMPLETE,10912,2011-10-01 12:43:02.623000+03:00
173709,W_Completeren aanvraag,START,10982,2011-10-10 18:42:24.738000+03:00
173709,W_Completeren aanvraag,COMPLETE,10982,2011-10-10 18:43:13.290000+03:00
173709,W_Completeren aanvraag,COMPLETE,10982,2011-11-01 10:15:08.331000+02:00
173709,A_CANCELLED,COMPLETE,112,2011-11-01 10:15:08.387000+02:00
173712,A_SUBMITTED,COMPLETE,112,2011-10-01 10:58:30.533000+03:00
173712,A_PARTLYSUBMITTED,COMPLETE,112,2011-10-01 10:58:30.678000+03:00
173712,W_Afhandelen leads,SCHEDULE,112,2011-10-01 10:58:44.046000+03:00
173712,W_Afhandelen leads,START,10912,2011-10-01 11:08:36.700000+03:00
173712,A_PREACCEPTED,COMPLETE,10912,2011-10-01 11:10:24.737000+03:00
173712,W_Completeren aanvraag,SCHEDULE,10912,2011-10-01 11:10:24.780000+03:00
173712,W_Afhandelen leads,COMPLETE,10912,2011-10-01 11:10:25.759000+03:00
173712,W_Completeren aanvraag,START,11019,2011-10-01 13:59:13.844000+03:00
173712,W_Completeren aanvraag,COMPLETE,11019,2011-10-01 14:03:35.216000+03:00
173712,W_Completeren aanvraag,START,11180,2011-10-03 12:16:05.035000+03:00
173712,W_Completeren aanvraag,COMPLETE,11180,2011-10-03 12:17:29.105000+03:00
173712,W_Completeren aanvraag,START,11180,2011-10-03 15:39:34.962000+03:00
173712,A_CANCELLED,COMPLETE,11180,2011-10-03 15:42:53.820000+03:00
173712,W_Completeren aanvraag,COMPLETE,11180,2011-10-03 15:42:55.584000+03:00
173715,A_SUBMITTED,COMPLETE,112,2011-10-01 10:59:10.501000+03:00
173715,A_PARTLYSUBMITTED,COMPLETE,112,2011-10-01 10:59:10.789000+03:00
173715,A_PREACCEPTED,COMPLETE,112,2011-10-01 10:59:42.704000+03:00
173715,W_Completeren aanvraag,SCHEDULE,112,2011-10-01 10:59:43.080000+03:00
173715,W_Completeren aanvraag,START,,2011-10-01 12:44:00.187000+03:00
173715,W_Completeren aanvraag,COMPLETE,,2011-10-01 12:46:06.342000+03:00
173715,W_Completeren aanvraag,START,10912,2011-10-01 13:18:51.701000+03:00
173715,A_ACCEPTED,COMPLETE,10912,2011-10-01 13:24:32.787000+03:00
173715,O_SELECTED,COMPLETE,10912,2011-10-01 13:30:20.556000+03:00
173715,A_FINALIZED,COMPLETE,10912,2011-10-01 13:30:20.556000+03:00
173715,O_CREATED,COMPLETE,10912,2011-10-01 13:30:21.780000+03:00
173715,O_SENT,COMPLETE,10912,2011-10-01 13:30:21.806000+03:00
173715,W_Nabellen offertes,SCHEDULE,10912,2011-10-01 13:30:21.896000+03:00
173715,W_Completeren aanvraag,COMPLETE,10912,2011-10-01 13:30:24.155000+03:00
173715,W_Nabellen offertes,START,10913,2011-10-08 17:35:18.821000+03:00
173715,W_Nabellen offertes,COMPLETE,10913,2011-10-08 17:38:17.372000+03:00
173715,W_Nabellen offertes,START,10899,2011-10-10 13:53:54.726000+03:00
173715,O_SENT_BACK,COMPLETE,10899,2011-10-10 13:54:03.401000+03:00
173715,W_Valideren aanvraag,SCHEDULE,10899,2011-10-10 13:54:03.698000+03:00
173715,W_Nabellen offertes,COMPLETE,10899,2011-10-10 13:54:04.785000+03:00
173715,W_Valideren aanvraag,START,10138,2011-10-13 12:00:48.597000+03:00
173715,A_DECLINED,COMPLETE,10138,2011-10-13 12:05:24.620000+03:00
173715,O_DECLINED,COMPLETE,10138,2011-10-13 12:05:24.620000+03:00
173715,W_Valideren aanvraag,COMPLETE,10138,2011-10-13 12:05:28.082000+03:00
173718,A_SUBMITTED,COMPLETE,112,2011-10-01 11:37:39.363000+03:00
173718,A_PARTLYSUBMITTED,COMPLETE,112,2011-10-01 11:37:39.657000+03:00
173718,A_PREACCEPTED,COMPLETE,112,2011-10-01 11:38:20.967000+03:00
173718,W_Completeren aanvraag,SCHEDULE,112,2011-10-01 11:38:21.403000+03:00
173718,W_Completeren aanvraag,START,,2011-10-01 11:38:48.454000+03:00
173718,A_ACCEPTED,COMPLETE,10862,2011-10-01 11:42:21.977000+03:00
173718,A_FINALIZED,COMPLETE,10862,2011-10-01 11:44:40.725000+03:00
173718,O_SELECTED,COMPLETE,10862,2011-10-01 11:44:40.725000+03:00
173718,O_CREATED,COMPLETE,10862,2011-10-01 11:44:42.707000+03:00
173718,O_SENT,COMPLETE,10862,2011-10-01 11:44:42.734000+03:00
173718,W_Nabellen offertes,SCHEDULE,,2011-10-01 11:44:42.811000+03:00
173718,W_Completeren aanvraag,COMPLETE,,2011-10-01 11:44:43.954000+03:00
173718,W_Nabellen offertes,START,,2011-10-01 11:44:54.041000+03:00
173718,W_Nabellen offertes,COMPLETE,,2011-10-01 11:44:58.974000+03:00
173718,W_Nabellen offertes,START,,2011-10-01 11:45:27.286000+03:00
173718,O_SELECTED,COMPLETE,10862,2011-10-01 11:46:52.915000+03:00
173718,O_CANCELLED,COMPLETE,10862,2011-10-01 11:46:52.915000+03:00
173718,O_CREATED,COMPLETE,10862,2011-10-01 11:46:54.210000+03:00
173718,O_SENT,COMPLETE,10862,2011-10-01 11:46:54.233000+03:00
173718,W_Nabellen offertes,SCHEDULE,,2011-10-01 11:46:54.333000+03:00
173718,W_Nabellen offertes,COMPLETE,,2011-10-01 11:46:56.631000+03:00
173718,W_Nabellen offertes,START,,2011-10-01 11:47:14.211000+03:00
173718,W_Nabellen offertes,COMPLETE,,2011-10-01 11:50:20.533000+03:00
173718,W_Nabellen offertes,START,,2011-10-01 11:50:29.475000+03:00
173718,W_Nabellen offertes,COMPLETE,,2011-10-01 11:50:34.704000+03:00
173718,W_Nabellen offertes,START,11002,2011-10-08 17:29:16.320000+03:00
173718,W_Nabellen offertes,COMPLETE,11002,2011-10-08 17:31:37.972000+03:00
173718,W_Nabellen offertes,START,11049,2011-10-10 11:54:21.749000+03:00
173718,O_SENT_BACK,COMPLETE,11049,2011-10-10 11:55:04.984000+03:00
173718,W_Valideren aanvraag,SCHEDULE,11049,2011-10-10 11:55:05.278000+03:00
173718,W_Nabellen offertes,COMPLETE,11049,2011-10-10 11:55:07.452000+03:00
173718,W_Valideren aanvraag,START,10629,2011-10-13 13:09:25.043000+03:00
173718,W_Nabellen incomplete dossiers,SCHEDULE,10629,2011-10-13 13:36:10.837000+03:00
173718,W_Valideren aanvraag,COMPLETE,10629,2011-10-13 13:36:12.529000+03:00
173718,W_Nabellen incomplete dossiers,START,,2011-10-13 14:01:57.802000+03:00
173718,W_Nabellen incomplete dossiers,COMPLETE,,2011-10-13 14:05:42.290000+03:00
173718,W_Nabellen incomplete dossiers,START,10629,2011-10-13 14:52:13.304000+03:00
173718,W_Nabellen incomplete dossiers,COMPLETE,10629,2011-10-13 14:53:16.314000+03:00
173718,W_Nabellen incomplete dossiers,START,11122,2011-10-13 17:51:40.072000+03:00
173718,W_Nabellen incomplete dossiers,COMPLETE,11122,2011-10-13 18:12:01.909000+03:00
173718,W_Nabellen incomplete dossiers,START,11122,2011-10-13 18:12:16.147000+03:00
173718,W_Nabellen incomplete dossiers,COMPLETE,11122,2011-10-13 18:14:13.926000+03:00
173718,W_Nabellen incomplete dossiers,START,11122,2011-10-13 18:14:15.943000+03:00
173718,W_Nabellen incomplete dossiers,COMPLETE,11122,2011-10-13 18:14:26.112000+03:00
173718,W_Nabellen incomplete dossiers,START,10913,2011-10-15 16:13:04.199000+03:00
173718,W_Nabellen incomplete dossiers,COMPLETE,10913,2011-10-15 16:17:31.488000+03:00
173718,W_Nabellen incomplete dossiers,START,10913,2011-10-15 17:56:05.635000+03:00
173718,W_Nabellen incomplete dossiers,COMPLETE,10913,2011-10-15 17:56:14.624000+03:00
173718,W_Nabellen incomplete dossiers,START,,2011-10-17 14:31:52.506000+03:00
173718,W_Nabellen incomplete dossiers,COMPLETE,,2011-10-17 14:32:51.911000+03:00
173718,W_Nabellen incomplete dossiers,START,,2011-10-17 15:28:20.987000+03:00
173718,W_Nabellen incomplete dossiers,COMPLETE,,2011-10-17 15:28:36.881000+03:00
173718,W_Nabellen incomplete dossiers,START,10889,2011-10-18 17:14:48.278000+03:00
173718,W_Nabellen incomplete dossiers,COMPLETE,10889,2011-10-18 17:46:24.246000+03:00
173718,W_Nabellen incomplete dossiers,START,11002,2011-10-18 18:23:36.468000+03:00
173718,W_Valideren aanvraag,SCHEDULE,11002,2011-10-18 18:46:32.956000+03:00
173718,W_Nabellen incomplete dossiers,COMPLETE,11002,2011-10-18 18:46:34.802000+03:00
173718,W_Valideren aanvraag,START,10972,2011-10-19 09:40:06.443000+03:00
173718,W_Nabellen incomplete dossiers,SCHEDULE,10972,2011-10-19 09:53:19.103000+03:00
173718,W_Valideren aanvraag,COMPLETE,10972,2011-10-19 09:53:21.372000+03:00
173718,W_Nabellen incomplete dossiers,START,,2011-10-19 10:04:40.593000+03:00
173718,W_Nabellen incomplete dossiers,COMPLETE,,2011-10-19 10:17:01.695000+03:00
173718,W_Nabellen incomplete dossiers,START,,2011-10-19 10:17:06.228000+03:00
173718,W_Nabellen incomplete dossiers,COMPLETE,,2011-10-19 10:24:19.095000+03:00
173718,W_Nabellen incomplete dossiers,START,11049,2011-10-20 10:30:20.104000+03:00
173718,W_Nabellen incomplete dossiers,COMPLETE,11049,2011-10-20 10:30:32.963000+03:00
173718,W_Nabellen incomplete dossiers,START,11121,2011-10-24 16:18:56.928000+03:00
173718,W_Nabellen incomplete dossiers,COMPLETE,11121,2011-10-24 16:24:55.532000+03:00
173718,W_Nabellen incomplete dossiers,START,,2011-10-26 09:11:48.012000+03:00
173718,W_Valideren aanvraag,SCHEDULE,,2011-10-26 09:12:36.217000+03:00
173718,W_Nabellen incomplete dossiers,COMPLETE,,2011-10-26 09:12:38.415000+03:00
173718,W_Valideren aanvraag,START,10972,2011-10-27 10:02:10.475000+03:00
173718,O_ACCEPTED,COMPLETE,10972,2011-10-27 10:17:53.327000+03:00
173718,A_APPROVED,COMPLETE,10972,2011-10-27 10:17:53.327000+03:00
173718,A_REGISTERED,COMPLETE,10972,2011-10-27 10:17:53.328000+03:00
173718,A_ACTIVATED,COMPLETE,10972,2011-10-27 10:17:53.328000+03:00
173718,W_Valideren aanvraag,COMPLETE,10972,2011-10-27 10:18:01.790000+03:00
173721,A_SUBMITTED,COMPLETE,112,2011-10-01 12:07:34.279000+03:00
173721,A_PARTLYSUBMITTED,COMPLETE,112,2011-10-01 12:07:34.928000+03:00
173721,A_PREACCEPTED,COMPLETE,112,2011-10-01 12:08:17.093000+03:00
173721,W_Completeren aanvraag,SCHEDULE,112,2011-10-01 12:08:17.494000+03:00
173721,W_Completeren aanvraag,START,10939,2011-10-01 12:09:08.607000+03:00
173721,A_ACCEPTED,COMPLETE,10939,2011-10-01 12:18:36.318000+03:00
173721,O_SELECTED,COMPLETE,10939,2011-10-01 12:20:47.605000+03:00
173721,A_FINALIZED,COMPLETE,10939,2011-10-01 12:20:47.605000+03:00
173721,O_CREATED,COMPLETE,10939,2011-10-01 12:20:49.026000+03:00
173721,O_SENT,COMPLETE,10939,2011-10-01 12:20:49.058000+03:00
173721,W_Nabellen offertes,SCHEDULE,10939,2011-10-01 12:20:49.150000+03:00
173721,W_Completeren aanvraag,COMPLETE,10939,2011-10-01 12:20:50.335000+03:00
173721,W_Nabellen offertes,START,10939,2011-10-01 12:21:20.844000+03:00
173721,W_Nabellen offertes,COMPLETE,10939,2011-10-01 12:22:52.458000+03:00
173721,W_Nabellen offertes,START,10939,2011-10-01 12:26:32.199000+03:00
173721,W_Nabellen offertes,COMPLETE,10939,2011-10-01 12:32:54.371000+03:00
173721,W_Nabellen offertes,START,,2011-10-04 15:44:10.559000+03:00
173721,W_Nabellen offertes,COMPLETE,,2011-10-04 15:47:39.633000+03:00
173721,W_Nabellen offertes,START,,2011-10-06 10:49:01.348000+03:00
173721,O_SENT_BACK,COMPLETE,11029,2011-10-06 10:49:46.110000+03:00
173721,W_Valideren aanvraag,SCHEDULE,,2011-10-06 10:49:46.253000+03:00
173721,W_Nabellen offertes,COMPLETE,,2011-10-06 10:49:47.774000+03:00
173721,W_Valideren aanvraag,START,10609,2011-10-10 10:32:46.394000+03:00
173721,W_Nabellen incomplete dossiers,SCHEDULE,10609,2011-10-10 11:06:07.755000+03:00
173721,W_Valideren aanvraag,COMPLETE,10609,2011-10-10 11:06:09.471000+03:00
173721,W_Nabellen incomplete dossiers,START,10912,2011-10-10 11:17:26.457000+03:00
173721,W_Nabellen incomplete dossiers,COMPLETE,10912,2011-10-10 11:20:04.927000+03:00
173721,W_Nabellen incomplete dossiers,START,10912,2011-10-10 12:40:34.365000+03:00
173721,W_Nabellen incomplete dossiers,COMPLETE,10912,2011-10-10 12:42:32.977000+03:00
173721,W_Nabellen incomplete dossiers,START,,2011-10-10 15:15:47.451000+03:00
173721,W_Nabellen incomplete dossiers,COMPLETE,,2011-10-10 15:22:14.231000+03:00
173721,W_Nabellen incomplete dossiers,START,11009,2011-10-10 17:22:05.322000+03:00
173721,O_DECLINED,COMPLETE,11009,2011-10-10 17:28:25.531000+03:00
173721,A_DECLINED,COMPLETE,11009,2011-10-10 17:28:25.531000+03:00
173721,W_Nabellen incomplete dossiers,COMPLETE,11009,2011-10-10 17:28:29.918000+03:00
173724,A_SUBMITTED,COMPLETE,112,2011-10-01 12:52:14.305000+03:00
173724,A_PARTLYSUBMITTED,COMPLETE,112,2011-10-01 12:52:14.576000+03:00
173724,W_Afhandelen leads,SCHEDULE,112,2011-10-01 12:53:00.740000+03:00
173724,W_Afhandelen leads,START,10912,2011-10-01 13:04:34.265000+03:00
173724,W_Afhandelen leads,COMPLETE,10912,2011-10-01 13:12:27.600000+03:00
173724,W_Afhandelen leads,START,10939,2011-10-01 13:19:56.702000+03:00
173724,A_PREACCEPTED,COMPLETE,10939,2011-10-01 13:20:54.061000+03:00
173724,W_Completeren aanvraag,SCHEDULE,10939,2011-10-01 13:20:54.150000+03:00
173724,W_Afhandelen leads,COMPLETE,10939,2011-10-01 13:20:55.527000+03:00
173724,W_Completeren aanvraag,START,10912,2011-10-01 14:24:12.098000+03:00
173724,W_Completeren aanvraag,COMPLETE,10912,2011-10-01 14:27:08.763000+03:00
173724,W_Completeren aanvraag,START,,2011-10-01 15:01:52.452000+03:00
173724,W_Completeren aanvraag,COMPLETE,,2011-10-01 15:02:01.804000+03:00
173724,W_Completeren aanvraag,START,11000,2011-10-01 16:12:31.862000+03:00
173724,W_Completeren aanvraag,COMPLETE,11000,2011-10-01 16:15:17.707000+03:00
