case_id,activity,start_ts,end_ts,duration_minutes
173691,O_CANCELLED,2011-10-03 17:56:17.731000+03:00,2011-10-03 17:56:17.731000+03:00,0.0
173691,O_CREATED,2011-10-03 17:56:19.613000+03:00,2011-10-03 17:56:19.613000+03:00,0.0
173691,O_SENT,2011-10-03 17:56:19.645000+03:00,2011-10-03 17:56:19.645000+03:00,0.0
173691,W_Nabellen offertes,2011-10-03 17:54:43.257000+03:00,2011-10-03 17:56:21.195000+03:00,1.6323
173691,W_Nabellen offertes,2011-10-03 17:56:34.792000+03:00,2011-10-03 17:57:16.563000+03:00,0.6961833333333334
173691,O_SENT_BACK,2011-10-10 11:14:43.775000+03:00,2011-10-10 11:14:43.775000+03:00,0.0
173691,W_Nabellen offertes,2011-10-10 11:13:44.827000+03:00,2011-10-10 11:14:45.514000+03:00,1.01145
173691,W_Valideren aanvraag,2011-10-10 12:12:36.612000+03:00,2011-10-10 12:30:54.893000+03:00,18.304683333333333
173691,W_Valideren aanvraag,2011-10-10 15:11:42.124000+03:00,2011-10-10 15:14:13.394000+03:00,2.521166666666667
173691,O_ACCEPTED,2011-10-10 15:17:26.306000+03:00,2011-10-10 15:17:26.306000+03:00,0.0
173691,A_APPROVED,2011-10-10 15:17:26.307000+03:00,2011-10-10 15:17:26.307000+03:00,0.0
173691,A_REGISTERED,2011-10-10 15:17:26.307000+03:00,2011-10-10 15:17:26.307000+03:00,0.0
173691,A_ACTIVATED,2011-10-10 15:17:26.307000+03:00,2011-10-10 15:17:26.307000+03:00,0.0
173691,W_Valideren aanvraag,2011-10-10 15:14:52.842000+03:00,2011-10-10 15:17:34.633000+03:00,2.6965166666666667
173694,A_SUBMITTED,2011-10-01 09:10:30.287000+03:00,2011-10-01 09:10:30.287000+03:00,0.0
173694,A_PARTLYSUBMITTED,2011-10-01 09:10:30.591000+03:00,2011-10-01 09:10:30.591000+03:00,0.0
173694,A_PREACCEPTED,2011-10-01 09:11:13.026000+03:00,2011-10-01 09:11:13.026000+03:00,0.0
173694,W_Completeren aanvraag,2011-10-01 12:31:25.301000+03:00,2011-10-01 12:35:59.637000+03:00,4.572266666666667
173694,W_Completeren aanvraag,2011-10-03 12:12:02.445000+03:00,2011-10-03 12:21:22.417000+03:00,9.332866666666666
173694,W_Completeren aanvraag,2011-10-03 14:21:06.626000+03:00,2011-10-03 14:32:43.313000+03:00,11.61145
173694,A_ACCEPTED,2011-10-03 14:34:25.421000+03:00,2011-10-03 14:34:25.421000+03:00,0.0
173694,A_FINALIZED,2011-10-03 14:40:14.632000+03:00,2011-10-03 14:40:14.632000+03:00,0.0
173694,O_SELECTED,2011-10-03 14:40:14.632000+03:00,2011-10-03 14:40:14.632000+03:00,0.0
173694,O_CREATED,2011-10-03 14:40:15.605000+03:00,2011-10-03 14:40:15.605000+03:00,0.0
173694,O_SENT,2011-10-03 14:40:15.651000+03:00,2011-10-03 14:40:15.651000+03:00,0.0
173694,W_Completeren aanvraag,2011-10-03 14:32:52.818000+03:00,2011-10-03 14:40:17.062000+03:00,7.404066666666667
173694,O_SELECTED,2011-10-03 14:44:17.619000+03:00,2011-10-03 14:44:17.619000+03:00,0.0
173694,O_CANCELLED,2011-10-03 14:44:17.619000+03:00,2011-10-03 14:44:17.619000+03:00,0.0
173694,O_CREATED,2011-10-03 14:44:19.671000+03:00,2011-10-03 14:44:19.671000+03:00,0.0
173694,O_SENT,2011-10-03 14:44:19.719000+03:00,2011-10-03 14:44:19.719000+03:00,0.0
173694,W_Nabellen offertes,2011-10-03 14:40:42.469000+03:00,2011-10-03 14:44:21.261000+03:00,3.646533333333333
173694,W_Nabellen offertes,2011-10-10 17:46:59.853000+03:00,2011-10-10 17:47:18.803000+03:00,0.3158333333333333
173694,W_Nabellen offertes,2011-10-10 20:29:54.155000+03:00,2011-10-10 20:34:36.027000+03:00,4.697866666666667
173694,W_Nabellen offertes,2011-10-14 19:15:44.625000+03:00,2011-10-14 19:16:42.245000+03:00,0.9603333333333333
173694,O_SELECTED,2011-10-17 20:43:53.587000+03:00,2011-10-17 20:43:53.587000+03:00,0.0
173694,O_CANCELLED,2011-10-17 20:43:53.587000+03:00,2011-10-17 20:43:53.587000+03:00,0.0
173694,O_CREATED,2011-10-17 20:43:55.219000+03:00,2011-10-17 20:43:55.219000+03:00,0.0
173694,O_SENT,2011-10-17 20:43:55.387000+03:00,2011-10-17 20:43:55.387000+03:00,0.0
173694,W_Nabellen offertes,2011-10-17 20:41:28.395000+03:00,2011-10-17 20:43:57.774000+03:00,2.4896499999999997
173694,W_Nabellen offertes,2011-10-25 11:46:08.191000+03:00,2011-10-25 11:50:48.186000+03:00,4.6665833333333335
173694,W_Nabellen offertes,2011-10-26 19:48:57.136000+03:00,2011-10-26 19:50:22.004000+03:00,1.4144666666666665
173694,W_Nabellen offertes,2011-10-29 13:39:08.212000+03:00,2011-10-29 13:41:29.569000+03:00,2.35595
173694,W_Nabellen offertes,2011-11-01 15:54:40.128000+02:00,2011-11-01 15:55:35.020000+02:00,0.9148666666666667
173694,W_Nabellen offertes,2011-11-01 18:16:31.149000+02:00,2011-11-01 18:21:02.356000+02:00,4.520116666666667
173694,O_SENT_BACK,2011-11-02 10:15:16.203000+02:00,2011-11-02 10:15:16.203000+02:00,0.0
173694,W_Nabellen offertes,2011-11-02 10:11:44.251000+02:00,2011-11-02 10:15:18.683000+02:00,3.5738666666666665
173694,O_ACCEPTED,2011-11-04 17:04:52.611000+02:00,2011-11-04 17:04:52.611000+02:00,0.0
173694,A_APPROVED,2011-11-04 17:04:52.612000+02:00,2011-11-04 17:04:52.612000+02:00,0.0
173694,A_REGISTERED,2011-11-04 17:04:52.612000+02:00,2011-11-04 17:04:52.612000+02:00,0.0
173694,A_ACTIVATED,2011-11-04 17:04:52.612000+02:00,2011-11-04 17:04:52.612000+02:00,0.0
173694,W_Valideren aanvraag,2011-11-04 16:24:21.954000+02:00,2011-11-04 17:05:01.532000+02:00,40.65963333333333
173697,A_SUBMITTED,2011-10-01 09:11:08.866000+03:00,2011-10-01 09:11:08.866000+03:00,0.0
173697,A_PARTLYSUBMITTED,2011-10-01 09:11:09.035000+03:00,2011-10-01 09:11:09.035000+03:00,0.0
173697,A_DECLINED,2011-10-01 09:11:46.420000+03:00,2011-10-01 09:11:46.420000+03:00,0.0
173703,A_SUBMITTED,2011-10-01 10:45:25.806000+03:00,2011-10-01 10:45:25.806000+03:00,0.0
173703,A_PARTLYSUBMITTED,2011-10-01 10:45:25.981000+03:00,2011-10-01 10:45:25.981000+03:00,0.0
173703,A_PREACCEPTED,2011-10-01 10:46:18.211000+03:00,2011-10-01 10:46:18.211000+03:00,0.0
173703,W_Completeren aanvraag,2011-10-01 12:37:46.748000+03:00,2011-10-01 12:40:24.141000+03:00,2.6232166666666665
173703,A_CANCELLED,2011-10-01 14:02:11.068000+03:00,2011-10-01 14:02:11.068000+03:00,0.0
173703,W_Completeren aanvraag,2011-10-01 13:40:26.958000+03:00,2011-10-01 14:02:12.557000+03:00,21.75998333333333
173706,A_SUBMITTED,2011-10-01 10:45:37.274000+03:00,2011-10-01 10:45:37.274000+03:00,0.0
173706,A_PARTLYSUBMITTED,2011-10-01 10:45:37.363000+03:00,2011-10-01 10:45:37.363000+03:00,0.0
173706,A_PREACCEPTED,2011-10-01 11:16:48.956000+03:00,2011-10-01 11:16:48.956000+03:00,0.0
173706,W_Afhandelen leads,2011-10-01 11:15:43.883000+03:00,2011-10-01 11:16:49.843000+03:00,1.0993333333333333
173706,W_Completeren aanvraag,2011-10-01 12:49:28.183000+03:00,2011-10-01 12:50:14.483000+03:00,0.7716666666666666
173706,W_Completeren aanvraag,2011-10-01 12:50:21.451000+03:00,2011-10-01 12:53:55.769000+03:00,3.571966666666667
173706,A_DECLINED,2011-10-01 15:59:58.557000+03:00,2011-10-01 15:59:58.557000+03:00,0.0
173706,W_Completeren aanvraag,2011-10-01 15:50:26.172000+03:00,2011-10-01 16:00:02.537000+03:00,9.606083333333334
173709,A_SUBMITTED,2011-10-01 10:57:42.994000+03:00,2011-10-01 10:57:42.994000+03:00,0.0
173709,A_PARTLYSUBMITTED,2011-10-01 10:57:43.182000+03:00,2011-10-01 10:57:43.182000+03:00,0.0
173709,A_PREACCEPTED,2011-10-01 10:58:27.038000+03:00,2011-10-01 10:58:27.038000+03:00,0.0
173709,W_Completeren aanvraag,2011-10-01 11:26:42.203000+03:00,2011-10-01 11:27:07.853000+03:00,0.4275
173709,W_Completeren aanvraag,2011-10-01 12:40:40.141000+03:00,2011-10-01 12:43:02.623000+03:00,2.3747
173709,W_Completeren aanvraag,2011-10-10 18:42:24.738000+03:00,2011-10-10 18:43:13.290000+03:00,0.8092
173709,W_Completeren aanvraag,2011-11-01 10:15:08.331000+02:00,2011-11-01 10:15:08.331000+02:00,0.0
173709,A_CANCELLED,2011-11-01 10:15:08.387000+02:00,2011-11-01 10:15:08.387000+02:00,0.0
173712,A_SUBMITTED,2011-10-01 10:58:30.533000+03:00,2011-10-01 10:58:30.533000+03:00,0.0
173712,A_PARTLYSUBMITTED,2011-10-01 10:58:30.678000+03:00,2011-10-01 10:58:30.678000+03:00,0.0
173712,A_PREACCEPTED,2011-10-01 11:10:24.737000+03:00,2011-10-01 11:10:24.737000+03:00,0.0
173712,W_Afhandelen leads,2011-10-01 11:08:36.700000+03:00,2011-10-01 11:10:25.759000+03:00,1.81765
173712,W_Completeren aanvraag,2011-10-01 13:59:13.844000+03:00,2011-10-01 14:03:35.216000+03:00,4.3562
173712,W_Completeren aanvraag,2011-10-03 12:16:05.035000+03:00,2011-10-03 12:17:29.105000+03:00,1.4011666666666664
173712,A_CANCELLED,2011-10-03 15:42:53.820000+03:00,2011-10-03 15:42:53.820000+03:00,0.0
173712,W_Completeren aanvraag,2011-10-03 15:39:34.962000+03:00,2011-10-03 15:42:55.584000+03:00,3.3437
173715,A_SUBMITTED,2011-10-01 10:59:10.501000+03:00,2011-10-01 10:59:10.501000+03:00,0.0
173715,A_PARTLYSUBMITTED,2011-10-01 10:59:10.789000+03:00,2011-10-01 10:59:10.789000+03:00,0.0
173715,A_PREACCEPTED,2011-10-01 10:59:42.704000+03:00,2011-10-01 10:59:42.704000+03:00,0.0
173715,W_Completeren aanvraag,2011-10-01 12:44:00.187000+03:00,2011-10-01 12:46:06.342000+03:00,2.1025833333333335
173715,A_ACCEPTED,2011-10-01 13:24:32.787000+03:00,2011-10-01 13:24:32.787000+03:00,0.0
173715,O_SELECTED,2011-10-01 13:30:20.556000+03:00,2011-10-01 13:30:20.556000+03:00,0.0
173715,A_FINALIZED,2011-10-01 13:30:20.556000+03:00,2011-10-01 13:30:20.556000+03:00,0.0
173715,O_CREATED,2011-10-01 13:30:21.780000+03:00,2011-10-01 13:30:21.780000+03:00,0.0
173715,O_SENT,2011-10-01 13:30:21.806000+03:00,2011-10-01 13:30:21.806000+03:00,0.0
173715,W_Completeren aanvraag,2011-10-01 13:18:51.701000+03:00,2011-10-01 13:30:24.155000+03:00,11.540899999999999
173715,W_Nabellen offertes,2011-10-08 17:35:18.821000+03:00,2011-10-08 17:38:17.372000+03:00,2.97585
173715,O_SENT_BACK,2011-10-10 13:54:03.401000+03:00,2011-10-10 13:54:03.401000+03:00,0.0
173715,W_Nabellen offertes,2011-10-10 13:53:54.726000+03:00,2011-10-10 13:54:04.785000+03:00,0.16765
173715,A_DECLINED,2011-10-13 12:05:24.620000+03:00,2011-10-13 12:05:24.620000+03:00,0.0
173715,O_DECLINED,2011-10-13 12:05:24.620000+03:00,2011-10-13 12:05:24.620000+03:00,0.0
173715,W_Valideren aanvraag,2011-10-13 12:00:48.597000+03:00,2011-10-13 12:05:28.082000+03:00,4.658083333333334
173718,A_SUBMITTED,2011-10-01 11:37:39.363000+03:00,2011-10-01 11:37:39.363000+03:00,0.0
173718,A_PARTLYSUBMITTED,2011-10-01 11:37:39.657000+03:00,2011-10-01 11:37:39.657000+03:00,0.0
173718,A_PREACCEPTED,2011-10-01 11:38:20.967000+03:00,2011-10-01 11:38:20.967000+03:00,0.0
173718,A_ACCEPTED,2011-10-01 11:42:21.977000+03:00,2011-10-01 11:42:21.977000+03:00,0.0
173718,A_FINALIZED,2011-10-01 11:44:40.725000+03:00,2011-10-01 11:44:40.725000+03:00,0.0
173718,O_SELECTED,2011-10-01 11:44:40.725000+03:00,2011-10-01 11:44:40.725000+03:00,0.0
173718,O_CREATED,2011-10-01 11:44:42.707000+03:00,2011-10-01 11:44:42.707000+03:00,0.0
173718,O_SENT,2011-10-01 11:44:42.734000+03:00,2011-10-01 11:44:42.734000+03:00,0.0
173718,W_Completeren aanvraag,2011-10-01 11:38:48.454000+03:00,2011-10-01 11:44:43.954000+03:00,5.925
173718,W_Nabellen offertes,2011-10-01 11:44:54.041000+03:00,2011-10-01 11:44:58.974000+03:00,0.08221666666666666
173718,O_SELECTED,2011-10-01 11:46:52.915000+03:00,2011-10-01 11:46:52.915000+03:00,0.0
173718,O_CANCELLED,2011-10-01 11:46:52.915000+03:00,2011-10-01 11:46:52.915000+03:00,0.0
173718,O_CREATED,2011-10-01 11:46:54.210000+03:00,2011-10-01 11:46:54.210000+03:00,0.0
173718,O_SENT,2011-10-01 11:46:54.233000+03:00,2011-10-01 11:46:54.233000+03:00,0.0
173718,W_Nabellen offertes,2011-10-01 11:45:27.286000+03:00,2011-10-01 11:46:56.631000+03:00,1.4890833333333333
173718,W_Nabellen offertes,2011-10-01 11:47:14.211000+03:00,2011-10-01 11:50:20.533000+03:00,3.105366666666667
173718,W_Nabellen offertes,2011-10-01 11:50:29.475000+03:00,2011-10-01 11:50:34.704000+03:00,0.08715
173718,W_Nabellen offertes,2011-10-08 17:29:16.320000+03:00,2011-10-08 17:31:37.972000+03:00,2.3608666666666664
173718,O_SENT_BACK,2011-10-10 11:55:04.984000+03:00,2011-10-10 11:55:04.984000+03:00,0.0
173718,W_Nabellen offertes,2011-10-10 11:54:21.749000+03:00,2011-10-10 11:55:07.452000+03:00,0.7617166666666667
173718,W_Valideren aanvraag,2011-10-13 13:09:25.043000+03:00,2011-10-13 13:36:12.529000+03:00,26.791433333333334
173718,W_Nabellen incomplete dossiers,2011-10-13 14:01:57.802000+03:00,2011-10-13 14:05:42.290000+03:00,3.7414666666666667
173718,W_Nabellen incomplete dossiers,2011-10-13 14:52:13.304000+03:00,2011-10-13 14:53:16.314000+03:00,1.0501666666666667
173718,W_Nabellen incomplete dossiers,2011-10-13 17:51:40.072000+03:00,2011-10-13 18:12:01.909000+03:00,20.36395
173718,W_Nabellen incomplete dossiers,2011-10-13 18:12:16.147000+03:00,2011-10-13 18:14:13.926000+03:00,1.9629833333333333
173718,W_Nabellen incomplete dossiers,2011-10-13 18:14:15.943000+03:00,2011-10-13 18:14:26.112000+03:00,0.16948333333333335
173718,W_Nabellen incomplete dossiers,2011-10-15 16:13:04.199000+03:00,2011-10-15 16:17:31.488000+03:00,4.454816666666667
173718,W_Nabellen incomplete dossiers,2011-10-15 17:56:05.635000+03:00,2011-10-15 17:56:14.624000+03:00,0.14981666666666668
173718,W_Nabellen incomplete dossiers,2011-10-17 14:31:52.506000+03:00,2011-10-17 14:32:51.911000+03:00,0.9900833333333333
173718,W_Nabellen incomplete dossiers,2011-10-17 15:28:20.987000+03:00,2011-10-17 15:28:36.881000+03:00,0.2649
173718,W_Nabellen incomplete dossiers,2011-10-18 17:14:48.278000+03:00,2011-10-18 17:46:24.246000+03:00,31.599466666666668
173718,W_Nabellen incomplete dossiers,2011-10-18 18:23:36.468000+03:00,2011-10-18 18:46:34.802000+03:00,22.972233333333335
173718,W_Valideren aanvraag,2011-10-19 09:40:06.443000+03:00,2011-10-19 09:53:21.372000+03:00,13.248816666666666
173718,W_Nabellen incomplete dossiers,2011-10-19 10:04:40.593000+03:00,2011-10-19 10:17:01.695000+03:00,12.3517
173718,W_Nabellen incomplete dossiers,2011-10-19 10:17:06.228000+03:00,2011-10-19 10:24:19.095000+03:00,7.21445
173718,W_Nabellen incomplete dossiers,2011-10-20 10:30:20.104000+03:00,2011-10-20 10:30:32.963000+03:00,0.21431666666666666
173718,W_Nabellen incomplete dossiers,2011-10-24 16:18:56.928000+03:00,2011-10-24 16:24:55.532000+03:00,5.976733333333333
173718,W_Nabellen incomplete dossiers,2011-10-26 09:11:48.012000+03:00,2011-10-26 09:12:38.415000+03:00,0.84005
173718,O_ACCEPTED,2011-10-27 10:17:53.327000+03:00,2011-10-27 10:17:53.327000+03:00,0.0
173718,A_APPROVED,2011-10-27 10:17:53.327000+03:00,2011-10-27 10:17:53.327000+03:00,0.0
173718,A_REGISTERED,2011-10-27 10:17:53.328000+03:00,2011-10-27 10:17:53.328000+03:00,0.0
173718,A_ACTIVATED,2011-10-27 10:17:53.328000+03:00,2011-10-27 10:17:53.328000+03:00,0.0
173718,W_Valideren aanvraag,2011-10-27 10:02:10.475000+03:00,2011-10-27 10:18:01.790000+03:00,15.855250000000002
173721,A_SUBMITTED,2011-10-01 12:07:34.279000+03:00,2011-10-01 12:07:34.279000+03:00,0.0
173721,A_PARTLYSUBMITTED,2011-10-01 12:07:34.928000+03:00,2011-10-01 12:07:34.928000+03:00,0.0
173721,A_PREACCEPTED,2011-10-01 12:08:17.093000+03:00,2011-10-01 12:08:17.093000+03:00,0.0
173721,A_ACCEPTED,2011-10-01 12:18:36.318000+03:00,2011-10-01 12:18:36.318000+03:00,0.0
173721,O_SELECTED,2011-10-01 12:20:47.605000+03:00,2011-10-01 12:20:47.605000+03:00,0.0
173721,A_FINALIZED,2011-10-01 12:20:47.605000+03:00,2011-10-01 12:20:47.605000+03:00,0.0
173721,O_CREATED,2011-10-01 12:20:49.026000+03:00,2011-10-01 12:20:49.026000+03:00,0.0
173721,O_SENT,2011-10-01 12:20:49.058000+03:00,2011-10-01 12:20:49.058000+03:00,0.0
173721,W_Completeren aanvraag,2011-10-01 12:09:08.607000+03:00,2011-10-01 12:20:50.335000+03:00,11.695466666666666
173721,W_Nabellen offertes,2011-10-01 12:21:20.844000+03:00,2011-10-01 12:22:52.458000+03:00,1.5269000000000001
173721,W_Nabellen offertes,2011-10-01 12:26:32.199000+03:00,2011-10-01 12:32:54.371000+03:00,6.369533333333334
173721,W_Nabellen offertes,2011-10-04 15:44:10.559000+03:00,2011-10-04 15:47:39.633000+03:00,3.484566666666667
173721,O_SENT_BACK,2011-10-06 10:49:46.110000+03:00,2011-10-06 10:49:46.110000+03:00,0.0
173721,W_Nabellen offertes,2011-10-06 10:49:01.348000+03:00,2011-10-06 10:49:47.774000+03:00,0.7737666666666667
173721,W_Valideren aanvraag,2011-10-10 10:32:46.394000+03:00,2011-10-10 11:06:09.471000+03:00,33.384616666666666
173721,W_Nabellen incomplete dossiers,2011-10-10 11:17:26.457000+03:00,2011-10-10 11:20:04.927000+03:00,2.6411666666666664
173721,W_Nabellen incomplete dossiers,2011-10-10 12:40:34.365000+03:00,2011-10-10 12:42:32.977000+03:00,1.9768666666666665
173721,W_Nabellen incomplete dossiers,2011-10-10 15:15:47.451000+03:00,2011-10-10 15:22:14.231000+03:00,6.446333333333333
173721,O_DECLINED,2011-10-10 17:28:25.531000+03:00,2011-10-10 17:28:25.531000+03:00,0.0
173721,A_DECLINED,2011-10-10 17:28:25.531000+03:00,2011-10-10 17:28:25.531000+03:00,0.0
173721,W_Nabellen incomplete dossiers,2011-10-10 17:22:05.322000+03:00,2011-10-10 17:28:29.918000+03:00,6.409933333333333
173724,A_SUBMITTED,2011-10-01 12:52:14.305000+03:00,2011-10-01 12:52:14.305000+03:00,0.0
173724,A_PARTLYSUBMITTED,2011-10-01 12:52:14.576000+03:00,2011-10-01 12:52:14.576000+03:00,0.0
173724,W_Afhandelen leads,2011-10-01 13:04:34.265000+03:00,2011-10-01 13:12:27.600000+03:00,7.888916666666666
173724,A_PREACCEPTED,2011-10-01 13:20:54.061000+03:00,2011-10-01 13:20:54.061000+03:00,0.0
173724,W_Afhandelen leads,2011-10-01 13:19:56.702000+03:00,2011-10-01 13:20:55.527000+03:00,0.9804166666666667
173724,W_Completeren aanvraag,2011-10-01 14:24:12.098000+03:00,2011-10-01 14:27:08.763000+03:00,2.9444166666666667
173724,W_Completeren aanvraag,2011-10-01 15:01:52.452000+03:00,2011-10-01 15:02:01.804000+03:00,0.15586666666666668
173724,W_Completeren aanvraag,2011-10-01 16:12:31.862000+03:00,2011-10-01 16:15:17.707000+03:00,2.7640833333333332
173724,W_Completeren aanvraag,2011-10-03 12:31:38.846000+03:00,2011-10-03 12:33:42.129000+03:00,2.0547166666666667
173724,A_DECLINED,2011-10-03 16:48:17.469000+03:00,2011-10-03 16:48:17.469000+03:00,0.0
173724,W_Completeren aanvraag,2011-10-03 16:37:41.290000+03:00,2011-10-03 16:48:20.505000+03:00,10.653583333333334
173730,A_SUBMITTED,2011-10-01 13:36:08.943000+03:00,2011-10-01 13:36:08.943000+03:00,0.0
173730,A_PARTLYSUBMITTED,2011-10-01 13:36:09.207000+03:00,2011-10-01 13:36:09.207000+03:00,0.0
173730,A_PREACCEPTED,2011-10-01 13:36:59.265000+03:00,2011-10-01 13:36:59.265000+03:00,0.0
173730,W_Completeren aanvraag,2011-10-01 14:52:49.258000+03:00,2011-10-01 14:55:31.990000+03:00,2.7122
173730,W_Completeren aanvraag,2011-10-01 16:14:58.530000+03:00,2011-10-01 16:15:12.440000+03:00,0.23183333333333334
173730,W_Completeren aanvraag,2011-10-01 16:15:21.163000+03:00,2011-10-01 16:31:19.388000+03:00,15.970416666666667
173730,A_ACCEPTED,2011-10-01 16:36:06.372000+03:00,2011-10-01 16:36:06.372000+03:00,0.0
173730,O_SELECTED,2011-10-01 16:40:08.254000+03:00,2011-10-01 16:40:08.254000+03:00,0.0
173730,A_FINALIZED,2011-10-01 16:40:08.255000+03:00,2011-10-01 16:40:08.255000+03:00,0.0
173730,O_CREATED,2011-10-01 16:40:09.986000+03:00,2011-10-01 16:40:09.986000+03:00,0.0
173730,O_SENT,2011-10-01 16:40:10.012000+03:00,2011-10-01 16:40:10.012000+03:00,0.0
173730,W_Completeren aanvraag,2011-10-01 16:31:39.115000+03:00,2011-10-01 16:40:12.281000+03:00,8.552766666666667
173730,W_Nabellen offertes,2011-10-01 16:43:00.152000+03:00,2011-10-01 16:48:39.764000+03:00,5.660200000000001
173730,W_Nabellen offertes,2011-10-08 17:16:59.088000+03:00,2011-10-08 17:20:20.579000+03:00,3.3581833333333337
173730,W_Nabellen offertes,2011-10-10 21:47:16.049000+03:00,2011-10-10 21:49:26.790000+03:00,2.179016666666667
173730,W_Nabellen offertes,2011-10-11 11:46:18.902000+03:00,2011-10-11 11:47:04.332000+03:00,0.7571666666666667
173730,W_Nabellen offertes,2011-10-11 20:54:03.544000+03:00,2011-10-11 20:55:07.690000+03:00,1.0691
173730,W_Nabellen offertes,2011-10-12 16:36:27.719000+03:00,2011-10-12 16:37:20.679000+03:00,0.8826666666666667
173730,W_Nabellen offertes,2011-10-13 19:34:47.253000+03:00,2011-10-13 19:35:43.994000+03:00,0.9456833333333333
173730,O_SENT_BACK,2011-10-14 11:21:08.195000+03:00,2011-10-14 11:21:08.195000+03:00,0.0
173730,W_Nabellen offertes,2011-10-14 11:20:21.189000+03:00,2011-10-14 11:21:10.086000+03:00,0.81495
173730,W_Valideren aanvraag,2011-10-19 13:25:18.775000+03:00,2011-10-19 14:20:05.181000+03:00,54.77343333333333
173730,W_Nabellen incomplete dossiers,2011-10-19 14:23:54.742000+03:00,2011-10-19 14:32:57.273000+03:00,9.042183333333332
173730,W_Nabellen incomplete dossiers,2011-10-19 14:34:34.009000+03:00,2011-10-19 14:36:44.465000+03:00,2.1742666666666666
173730,W_Nabellen incomplete dossiers,2011-10-19 19:55:05.396000+03:00,2011-10-19 20:11:47.711000+03:00,16.70525
173730,W_Nabellen incomplete dossiers,2011-10-20 09:10:10.268000+03:00,2011-10-20 09:10:36.080000+03:00,0.4302
173730,W_Valideren aanvraag,2011-10-20 10:37:43.040000+03:00,2011-10-20 11:08:56.355000+03:00,31.22191666666667
173730,W_Nabellen incomplete dossiers,2011-10-20 11:18:21.411000+03:00,2011-10-20 11:27:48.591000+03:00,9.453
